SMILES,LogP
OC(=O)C(C1=CC=C(C=C1)C=2SC=C(C=C)N=2)C,5.915666666666667
O=[N+]([O-])C=1N(C(C=C)=NC=1)C,2.641
[O-][N+](C=1C=C([N+](=O)[O-])C(=CC=1)NN=C)=O,3.995
C1CN1C2=C(O)C(=C(C(O)=C2N=C)N3CC3)NC,1.634
C=1C(=C(C=C(N=C)C=1O)O)NC,1.512
C12=C(C(O)=C3C=CC=CC3=C1O)C(=CC=C2)N=C,5.076
C=1NC(=C)C(=O)C(C=1CO)=CNN=C2NC=CC=C2,3.693
CC(C)(C)C1=CC=C(C(=O)NNC=C2C(CO)=CNC(=C)C2=O)C=C1,4.339
C1(=CC=C(C)C=C1)C(NNC=C2C(=O)C(=C)NC=C2CO)=O,4.723
C=1C=C(C(NNC=C2C(=O)C(=C)NC=C2CO)=O)C=CC=1N,2.351
C1(=CC=C(C=C1)O)C(NNC=C2C(=O)C(=C)NC=C2CO)=O,3.228
C1(=CC=C(C=C1)OC)C(NNC=C2C(=O)C(=C)NC=C2CO)=O,4.199
C1(=CC=C([N+]([O-])=O)C=C1)C(NNC=C2C(=O)C(=C)NC=C2CO)=O,3.71825
N(NC(C1=CC=CC(Br)=C1)=O)C=C2C(=CNC(=C)C2=O)CO,5.23
N(NC(C1=CC=CC(=C1)Cl)=O)C=C2C(=CNC(=C)C2=O)CO,3.71
N(NC(C1=CC=CC(F)=C1)=O)C=C2C(=CNC(=C)C2=O)CO,3.156
C1(=CC=CC=C1)C(NNC=C2C(=O)C(=C)NC=C2CO)=O,4.511666666666667
C1=CC(=CC=N1)C(NNC=C2C(=CNC(=C)C2=O)CO)=O,2.183
N(NC(C)=O)C=C1C(=CNC(=C)C1=O)CO,2.228
OC=1C(=C)C(=C(O)C(=C)C=1C)C,2.939
C=1(C=NC=CC=1)C=C2C(O)=C(C)C(C(=C2C)O)=C,3.982
COC=1C(=C(O)C(C(C=1O)=C)=C)OC,2.607
C1(C(=C(C)C=C(C1=C)O)O)=C,3.551
C1(=CC=C(C(C1=C)=C)O)O,2.817
C=1C(=C)C(=CC(=C)C=1O)O,2.748
O(C(C1=C(O)C(OC1=C)=CC2=CC=C(C=C2)OC)=O)CC,4.515
CC#CC#CC,3.413
C(#CC#CC1=CC=CC=C1)C#CC,6.553
C=1C=C(C(C)OCC#CC)C=C(C=1OC)OC,3.815
CC#CC=1C=C(C)NC(=NC2=CC=CC=C2)N=1,4.601
C(#N)C(C#N)=C(C=1C=CC=CC=1)C,3.541
C(=O)(O)C(C)=CC(=O)C=1C=CC(C2=CC=CC=C2Cl)=CC=1,4.777
C(O)(=O)C(=CC=1C=CC=CC=1)C,4.879
C(=CC=1C=CC=CC=1)(C)[N+](=O)[O-],4.217
O1C(=N)C(C(C2=C(C3=CC=CC=C3)NN=C12)C(C)=CC4=CC=CO4)C#N,6.204
NC(N)=NN=C(C)C=1SC=CC=1,2.528
N(=C(NC1=CC=CC=C1)N)N=C(C=2C=CC=CC=2)C,3.584
C=1(C(=NN=C2NC(C)=CC(C)=N2)C)C(=CC=CC=1)C,4.555
CN(C)C(NNC(=S)NN=C(C1=CC=CC=N1)C)=S,2.686
C1=C(C(C)=NNC(=S)NNC(NC=2C(Cl)=CC=CC=2)=S)N=CC=C1,4.111
CN(C)C(=O)NC1=CC=CC(F)=C1.C=2C=CC=NC=2C(=NNC(NNC(NC=3C(Cl)=CC=CC=3)=S)=S)C,6.572
CC(C1=CC=CS1)=NO,3.226
FC(F)(F)C1=CC=C(OC=2C=C(C(C)=NOCC(=O)O)C([N+]([O-])=O)=CC=2)C(=C1)Cl,5.663
O=C(C)C(C(=O)C)=CC1=CC(O)=C(O)C(=C1)[N+]([O-])=O,2.063
C(C)(=O)C(C(C)=O)=CC1=CC=C(C=C1)Br,4.216
C(C)(=O)C(C(C)=O)=CC1=CC=C(C=C1)C,3.563
C(C)(=O)C(C(C)=O)=CC=1C=CC(Cl)=CC=1,3.564
C(C)(=O)C(C(C)=O)=CC=1C=CC(F)=CC=1,3.065
O=C(C)C(C(=O)C)=CC=1C=C(Cl)C=CC=1,3.155
C(C)(=O)C(C(C)=O)=CC=1C=CC=CC=1,3.251
O=C(C)C(C(=O)C)=CC=1C(C)=CC=CC=1,3.35
C(=O)(C)C(C(=O)C)=CC=1C(=CC=CC=1)Cl,3.715
FC(F)(F)C=1C=C(C(Cl)=CC=1)NN=C(C(=O)C)C#N,6.609
ClC1=CC=C(NN=C(C(=O)C)C#N)C=C1Cl,6.192
CC(C(C#N)=NNC=1C=CC(Cl)=CC=1)=O,5.521
CC(C(C#N)=NNC=1C(=CC(Cl)=CC=1)C)=O,6.216
FC(F)(F)SC1=CC=C(NN=C(C#N)C(=O)C)C=C1,6.65
C(C(=O)C)(=NNC1=CC=C([N+]([O-])=O)C=C1[N+](=O)[O-])C#N,4.424
FC1(F)OC=2C(=CC=C(NN=C(C#N)C(=O)C)C=2)OC1(F)F,6.936
C(C(C)=O)(C#N)=NNC1=CC=CC(=C1)Cl,5.409
C1CN(CCN1CCCN=C2C3=CC=CN3C=4C(N2)=CC(OC)=CC=4)CCCN=C5C6=CC=CN6C=7C(N5)=CC(OC)=CC=7.C(C(=NNC8=CC=CC(=C8)Cl)C(=O)C)#N,7.111
CC(C)(C)C(C)=O,2.428
O=C(C)C(=O)C,-0.24
CC(C)C(C)=O,2.295
CC(=O)C(C(C)=O)CC=1C=CC=CC=1,2.918
FC(F)(F)C(C)=O,1.814
CC(C)C(NC(C(N)C(=O)C)O)C(=O)O,0.16
CC(C)C(N)C(=O)NC(CC=1C=CC=CC=1)C(=O)NC(C(=O)NC(C(O)O)C(=O)C)CC(C)C,-0.161
OC(O)C(CC(C)C)NC(C(NC(C(N)CC(C)C)=O)C(C)=O)=O,1.636
OC(O)C(C(=O)C)NC(C(N)CC1=CNC=N1)=O,-0.366
C(O)C(CO)NC(C=1C(=C(C(=O)NC(CO)CO)C(I)=C(NC(C(=O)C)O)C=1I)I)=O,0.10066666666666668
OC(O)C(C)=O,0.89
C=1C2(C)C3(C(CC4(C(C(=O)C)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,4.297
C1=CC(CC2=C(C)CC3C(C(CC4(C3CCC4(C(=O)C)O)C)O)(F)C12C)=O,2.432
C1=2CC(=O)CCC1(C)C3CCC4(C(CCC4(O)C(=O)C)C3CC=2)C,4.402
C(C)(C=1C(C(C(=NC=1C)SCC(NC2=CC=CC=C2)=O)C#N)C3=CC=CC=C3Cl)=O,6.495
S1C=CC=C1C2C(=C(N=C(SCC(=O)C3=CC=C(Cl)C=C3Cl)C2C#N)C)C(=O)C,6.138
C1CC1C(C)=O,1.324
C1CC(=O)CC2=C(C)CC3C(C(=O)CC4(C(CCC34)C(=O)C)C)C12C,4.271
C1CC(=O)CC=2C1(C)C3C(CC=2)C4C(C(CC4)C(=O)C)(CC3O)C,4.093
C1CC(=O)CC2=CCC3C4CCC(C4(CCC3C12C)C)C(=O)C,5.733
C1C=C2CC(O)CCC2(C)C3C1C4CCC(C4(CC3)C)C(=O)C,5.563
C12(C(CC(O)CC1)CCC3C4CCC(C(=O)C)C4(CC(=O)C23)C)C,4.186
CC1(C)CCCC(=C1C=CC(=O)C)C,6.119
CC(=O)C=CC1=CC=C(Br)C=C1,4.574
C12(C(CCC1(C(=O)COC(=O)CCC)O)C3C(C(O)C2)C4(CCC(CC4=CC3)=O)C)C.C5=CC(Br)=CC=C5C=CC(C)=O,7.559
CC(=O)C=CC1=CC=C(C)C=C1,4.153
C=1C(Cl)=CC=C(C=CC(C)=O)C=1,4.436
C=1C(F)=CC=C(C=CC(C)=O)C=1,3.569
CN(C)C=1C=CC(C=CC(=O)C)=CC=1,4.118
C=1C(=CC=C(C=CC(C)=O)C=1)O,3.805
[N+]([O-])(=O)C1=CC=C(C=CC(C)=O)C=C1,3.086
BrC=1C=CC=C(C=1)C=CC(C)=O,4.205
CC(C=CC1=CC=CC(C#N)=C1)=O,2.986
FC(F)(F)C1=CC(=CC=C1)C=CC(C)=O,5.169
CC(C=CC1=CC=CC(C)=C1)=O,4.225
CC(C=CC1=CC=CC(=C1)Cl)=O,4.6058
FC=1C=CC=C(C=1)C=CC(C)=O,3.213
C=1(C=CC=C(C=1)C=CC(C)=O)[N+](=O)[O-],3.503
CC(=O)C=CC=1C=CC=CC=1,4.505
C=1(C(=CC=CC=1)C=CC(C)=O)C,4.25
FC(F)(F)C=1C(C=CC(C)=O)=CC=CC=1,5.415
C=1(Cl)C(=CC=CC=1)C=CC(C)=O,4.139
C1(=CC=CC=C1F)C=CC(C)=O,3.334
CC(C=CC=1C(O)=CC=CC=1)=O,3.965
CC(C=CC1=CC=CO1)=O,3.124
CC(C=NO)=O,1.072
CC(C)(C)C(=O)CC(=O)C,3.871
C=1C=CC=C2N([O-])NC([N+](C=12)=O)=NC(=O)CC(=O)C,0.031
C(C(NC=1C(C)=CC(C2=CC=C(C(C)=C2)NC(CC(C)=O)=O)=CC=1)=O)C(C)=O,2.852
CC(=O)CC(C)=O,2.017
CC(C)CC(=O)C,2.898
OC1=C(C(OC=2C1=CC=CC=2)=O)C(C3=CC=C([N+]([O-])=O)C=C3)CC(=O)C,3.626
OC1=C(C(OC=2C1=CC=CC=2)=O)C(C3=CC=CC=C3)CC(=O)C,4.087
CC(CCC(=O)O)=O,1.771
CC(C)CCC(C)=O,3.343
C1CC1CCC(C)=O,3.115
CC(=O)CCCCN1C(=O)C2=C(N(C)C1=O)N=CN2C,1.539
CC(=O)CCCC1=CC=CC=C1,3.965
C=1(C(=CC=CC=1)C(O)=O)NCC(=O)C,3.046
CC(COC=1C=CC=CC=1)=O,2.455
CC(CC1=CC=CC=C1)=O,3.116
CC(=O)CN1C=CN=C1[N+]([O-])=O,1.116
CN(C)C(C)=O,0.583
C1=C(C(OCC(=O)N(C)C(=O)C)=O)C=CC=C1,3.2190000000000003
C1=C(OC(C=C2C(N=C(N(C)C(=O)C)S2)=O)=C1)[N+]([O-])=O,2.471
N(C(=O)C)(CCOC(C1=CC=CC=C1)=O)C,2.684
CN(C(=O)C)N=NC=1C=CC(=CC=1)C(=O)N,2.759
CN(C(=O)C)N=NC=1C=CC(C)=CC=1,4.834
CN(C(=O)C)N=NC=1C=CC(F)=CC=1,4.135
O=S(=O)(C1=CC=C(C)C=C1)N(C(=O)C)C,3.121
CC1(C)CC2=C(C(OC(N(C)SN(C)C(=O)C)=O)=CC=C2)O1,4.253
C1=CC(=CC=C1N(C)C(=O)C)O,2.077
CN(C)S(=O)(=O)C1=CC=C(C=C1)N(C(C)=O)C,1.815
[N+]([O-])(=O)C1=CC=C(C=C1)N(C)C(=O)C,2.931
CN(C1=CC=CC=C1)C(=O)C,2.698
C=1C=CC=CC=1NC(CN(C2=CC=CC=C2)C(C)=O)=O,3.522
OCC(CO)NC(=O)C1=C(C(=C(C(N(C(C)=O)CC(O)CO)=C1I)I)C(=O)NC(CO)CO)I,1.023
C=1C=C(C)N(C=1C)N(C2=CC=C(N3CCOCC3)N=N2)C(C)=O,2.739
O=S(=O)(C)N(C(=O)C)C=1C=CC=CC=1,1.849
C=1C=CC=CC=1N(C(=O)C)C2=CC=C(C=C2)C,4.687
C1=CC(=CC=C1)CN(C(CN2C(=O)CN(C2=S)C(=O)C)=O)C=3SC=C(N=3)C4=CC=CC=C4,6.486
C1(N(CCC1)C(=O)C)C(N)=O,0.34099999999999997
C1CN(CCN1C2=CC=C(C=C2)OCC3COC(CN4C=CN=C4)(C=5C(=CC(Cl)=CC=5)Cl)O3)C(=O)C,6.016
C1=CC=C2CN(C(=O)C)C(CC2=C1)C(=O)OCC=3C=CC(=CC=3)C#N,2.885
C1(NC=2C=CC=CC=2)C(=O)C3=CC=CC=C3C(C1=NC(=O)C)=O,2.593
C1=CC=CC=C2C=CC(=NC(C)=O)C12,3.943
C1=C(C=CC(Cl)=C1)N2C(C(CC2=O)=NC(=O)C)=O,2.091
C1=C(OC(C=C2C(=O)N(C)C(=NC(=O)C)S2)=C1)[N+]([O-])=O,3.187666666666667
N1(C(=NC(C)=O)N[N+](=O)C=2C1=CC=CC=2)[O-],0.356
C1(=NC(=O)C)NNC(C)=CC1=O,-0.266
C1=NC=2C(NC(=NC(=O)C)NC=2N1COCCO)=O,0.18300000000000002
C1=NC=2C(NC(=NC(=O)C)NC=2N1COCCOC(C)=O)=O,1.125
C1=C([N+]([O-])=O)OC(C=2SC(=NC(=O)C)NC(=O)C=2)=C1,1.737
C1(=NC(=O)C)C([N+]([O-])=O)=NC(Cl)=C(NC(O)CC(O)CO)N1,0.909
N1C(=C(N=C([N+](=O)[O-])C1=NC(C)=O)Cl)NCC(CO)O,1.595
C=12NC(SC=1C=C3C(=C2)SC(N3)=NC(=O)C)=NC(=O)C,4.27
O=[N+]([O-])C1=CNC(=NC(C)=O)S1,2.801
CC(N=C1NC=CS1)=O,1.795
C12=C(C(=NC(=O)C)NC=N1)N=CN2C,1.352
C1(C=2N=CN(C3CC(O)C(O3)CO)C=2N=CN1)=NC(=O)C,0.948
O=S(=O)(C1=NNC(S1)=NC(C)=O)N,1.269
O1NC(C(=NC(=O)C)N1)=N,2.095
N1=C(C(=NC(C)=O)NO1)C,1.573
C=1NC(C=C(C=1)C(NN)=O)=NC(=O)C,-0.137
C1=CC(C=CN1)=NC(C)=O,2.425
C=1NC=CC(=NC(C)=O)N=1,1.591
CC(N=C1C=CNN=C1)=O,0.504
C=1C=CC(NC=1)=NC(=O)C,2.072
CC(C)C1=CC=C(C=C1)C(=O)C.C=2C(NC=CC=2)=NC(=O)C,4.757
OCC1C(C(C(O1)N2C=CC(=NC(C)=O)NC2=O)O)O,-0.315
C1(NC=C(Cl)N=C1)=NC(C)=O,2.114
CC(=O)N=C1NC2=CC=CC=C2N=C1,3.259
N1C(C=NC=C1Cl)=NC(C)=O,1.86
C=1N=CC(NC=1)=NC(C)=O,1.287
N1=C2N(COCCO)C=NC2=CNC1=NC(C)=O,0.644
C=1C=CNC(=NC(C)=O)N=1,0.658
O=S(=O)(C=1SC(N(C)N=1)=NC(C)=O)N,1.303
C(C)(=O)N(C(C)=O)N1C(SC=2C1=NC3=C(C=CC=C3)N=2)=NC(=O)C,3.13
C1CCC1C(=O)NC(C)=O,1.113
C(NC(=O)C)(NC=1C=CC=CC=1)=O,3.71
CC(C)C(NC(C(NC(=O)C)C(C)C)=O)C(=O)N,1.133
CC(C)C(C(N)=O)NC(C(C)NC(C(C(C)C)NC(=O)C)=O)=O,1.026
CC(C)C(C(NC(C)C(NC(C(N)=O)C)=O)=O)NC(C)=O,-0.126
CC(C)C(C(=O)NC(C(=O)N)C)NC(=O)C,0.419
CC(C)C(NC(=O)C)C(=O)NC(C(=O)N)CCC(=O)N,-0.834
C(N)(O)C(C(C)=O)NC(=O)C,0.329
CC(C)(C)NC(C(C)NC(=O)C(C)NC(C(C)NC(C)=O)=O)=O,1.023
O=C(C(NC(C)=O)C)NC(C)C(N)=O,-0.655
CC(C)(C)NC(C(NC(=O)C(C)NC(=O)C)CC(=O)O)=O,0.678
CC(C)CC(NC(C(C)NC(=O)C)=O)C(N)=O,0.891
CC(C)(C)NC(C(CCC(=O)O)NC(C(C)NC(=O)C)=O)=O,1.037
CC(C)(C)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(C)=O)CCC(O)=O)C,0.983
CC(C)CC(C(N)=O)NC(=O)C(CC1=CC=C(C=C1)O)NC(C(C)NC(=O)C)=O,1.035
C1=CC(=CC=C1)CC(NC(C(NC(=O)C(NC(C)=O)C)CC=2C=CC(=CC=2)O)=O)C(=O)N,1.782
CC(C)(C)NC(C(NC(=O)CNC(=O)C(C)NC(C)=O)C)=O,0.629
CC(C)(C)NC(C(NC(=O)CNC(=O)C(C)NC(C)=O)C)=O.CC=1N=CNC=1,1.455
C(=O)(C(NC(CNC(C(NC(=O)C)C)=O)=O)CC1=CC=CC=C1)N,0.89
C(=O)(C)NC(C(=O)N)C,0.153
CC(C)C(C(N)O)NC(C(C=O)NC(C)=O)=O,-0.418
C(C(C(NC(CC1=CC=CC=C1)C(N)O)=O)NC(=O)C)=O,0.893
N(C(C=O)C(N)O)C(C)=O,-0.358
CC(C)CC(C(=O)N)NC(=O)C(NC(=O)C(NC(=O)C)CC(=O)O)CC=1C=CC=CC=1,1.59
C(C(NC(=O)C)CC(=O)O)(=O)N,-0.614
CC(C)CC(CC(C)C)(C(=O)N)NC(C)=O,2.765
CC(C)CC(CC(C)C)(C(=O)N)NC(C)=O.C(=O)(C1(C2(C)CC(O)C3(C(CC=C4CC(=O)C=CC34C)C2CC1C)F)O)NC,3.87
CC(C)CC(C(NC(C(NC(C(=O)N)CC(C)C)=O)C(O)C)=O)NC(C)=O,2.21
CC(C)CC(NC(=O)C)C(NC(C(C)C)C(=O)N)=O,1.674
CC(C)CC(C(=O)NC(C(NC(CC=1C=CC=CC=1)C(N)O)=O)C=O)NC(C)=O,1.818
CC(C)CC(NC(=O)C)C(NC(C(N)=O)CC(N)=O)=O,0.093
CC(C)CC(NC(C)=O)C(NC(CCC(O)=O)C(=O)NC(C(N)=O)CC1=CC=CC=C1)=O,2.745
CC(C)CC(NC(C)=O)C(=O)NC(C(=O)NC(C(N)=O)CC1=CC=CC=C1)CCCN,1.819
NC(N)=NCCCC(NC(=O)C(NC(C(NC(=O)C)CC(C)C)=O)CC1=CC=CC=C1)C(=O)N,1.402
CC(C)CC(C(N)=O)NC(C)=O,1.806
CC(C)C(C(=O)N)NC(=O)C(NC(C)=O)CC(N)=O,0.31766666666666665
C(=O)(C(NC(C(CC(=O)N)NC(=O)C)=O)CC1=CC=CC=C1)N,0.295
C(C(CC(=O)N)NC(=O)C)(=O)N,-0.895
C12CC3(CC(C1)CC(C3)C2)CC(C(N)=O)NC(=O)C,3.636
CC(C)CC(NC(=O)C(NC(C(NC(=O)C)CCC(=O)O)=O)CC1=CC=CC=C1)C(=O)N,1.254
C(CC(C(=O)N)NC(=O)C)C(=O)O,-0.905
CC(C)C(C(=O)N)NC(=O)C(CCC(N)=O)NC(C)=O,-0.315
CC(C)CC(C(=O)N)NC(=O)C(CCC(N)=O)NC(C)=O,0.362
C(=O)(C(NC(=O)C(NC(=O)C)CCC(=O)N)CC1=CC=CC=C1)N,0.261
C(NC(C(NC(=O)C)CCCCN(C(=O)N(N=O)C)CC1=CC=CC=C1)=O)C2=CC=CC=C2,2.729
CC(C)CC(C(=O)N)NC(=O)C(CCCCN)NC(=O)C,0.98
CC(C)C(C(=O)N)NC(C(NC(=O)C(NC(=O)C)CCCCN)CC=1C=CC=CC=1)=O,1.933
CC(C)CC(C(=O)N)NC(C(CC1=CC=CC=C1)NC(=O)C(CCCCN)NC(=O)C)=O,2.712
C(=O)(C(NC(=O)C(NC(=O)C)CCCCN)CC1=CC=CC=C1)N,1.621
C(=O)(N)C(NC(=O)C)CCCCN,-1.134
CN(C(=O)NCCCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)N=O,3.469
C1=CC(=CC=C1)CNC(C(NC(C)=O)CCCCNC(=O)NCCCl)=O,2.237
C1=CC(=CC=C1)CNC(C(NC(C)=O)CCCNC(=O)NCCCl)=O,2.334
N(C(=O)C)C(C(C1=CC=C([N+]([O-])=O)C=C1)O)CO,1.267
C(=O)(N)C(NC(=O)C)CS,0.821
CC(C)C(NC(C(CC=1C=2C=CC=CC=2NC=1)NC(C)=O)=O)C(N)=O,2.218
CC(C)C(NC(C(NC(=O)C(CC=1C=2C=CC=CC=2NC=1)NC(C)=O)C)=O)C(N)=O,1.503
C1=CC(=CC=C1)CC(NC(CNC(=O)C(NC(C)=O)CC2=CNC=3C=CC=CC2=3)=O)C(=O)N,2.331
CC(C)C(NC(=O)C(NC(C)=O)CC=1C=CC(O)=CC=1)C(=O)N,1.292
CC(C)CC(C(=O)N)NC(=O)C(NC(C)=O)CC=1C=CC(O)=CC=1,1.974
C1=CC(=CC=C1)CC(NC(C(NC(C)=O)CC=2C=CC(=CC=2)O)=O)C(=O)N,2.804
OC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C,3.299
C(=O)(C(CC1=CC=C(C=C1)O)NC(=O)C)N,1.072
CC(C)(C)C(=O)SCCOP(OC=1C=CC(=CC=1)CC(NC(C)=O)C(=O)N)(OCC2C(CC(O2)N3C(NC(=O)C(C)=C3)=O)N=[N+]=[N-])=O,3.3505000000000003
CC(C)C(NC(=O)C(CC1=CC=CC=C1)NC(C)=O)C(=O)N,1.456
CC(C)CC(NC(C(CC(O)=O)NC(=O)C(CC=1C=CC=CC=1)NC(=O)C)=O)C(=O)N,2.233
C(=O)(N)C(NC(C(CC1=CC=CC=C1)NC(=O)C)=O)CCC(=O)N,0.547
C(=O)(N)C(NC(C(CC1=CC=CC=C1)NC(=O)C)=O)CCCCN,1.824
C(C(=O)N(C)C(CC=1C=CC=CC=1)C(N)=O)(CC2=CC=CC=C2)NC(=O)C(CC=3C=CC=CC=3)NC(C)=O,4.068
C(C(NC(=O)C(CC1=CC=CC=C1)NC(C(CC2=CC=CC=C2)NC(C)=O)=O)C(N)=O)C3=CC=CC=C3,3.251
C=1C=CC=C(C=1)CC(C(N)=O)NC(=O)C(CC=2C=CC=CC=2)NC(C)=O,2.557
CC(C)CC(NC(=O)CNC(C(CC=1C=CC=CC=1)NC(=O)C)=O)C(N)=O,2.114
C(=O)(N)CNC(C(CC1=CC=CC=C1)NC(=O)C)=O,1.025
C(=O)(C(CC1=CC=CC=C1)NC(=O)C)N,1.675
CC1(C)OC2C(O)C(NC(=O)C)C(OC2CO1)OC=3C=4C=CC=CC=4C=CC=3,5.089
C=1C(=CC=CC=1)C2C(NC(=O)C)C2,3.229
C1(SCCC1NC(C)=O)=O,1.018
CC(C)C(NC(=O)CNC(=O)C)C(N)=O,0.07
CC(C)C(NC(=O)CNC(=O)C)C(N)=O.CC(C)CC(=O)OC,2.484
CC(C)C(C(N)=O)NC(=O)C(C)NC(=O)CNC(=O)C,0.04
CC(C)CC(NC(CNC(=O)C)=O)C(N)=O,0.709
CC(C)CC(C(N)=O)NC(=O)CNC(C)=O.CCOC1=CN=CC(OCC)=N1,3.287
C(=O)(C(NC(CNC(=O)C)=O)CC1=CC=CC=C1)N,0.902
C(=O)(N)CNC(=O)C,-0.136
CN(C)S(=O)(=O)C1=CC=C(C=C1)N(C(CCNC(=O)C)=O)C,1.153
C1COCCN1S(=O)(=O)C=2C=CC(CCNC(=O)C)=CC=2,2.956
C=1C=CC=CC=1CCNC(=O)C,2.67
C=1(N(C([N+](=O)[O-])=CN=1)CCNC(C)=O)C,1.478
CC(C)NCC(O)COC=1C=CC(CNC(C)=O)=CC=1,1.55
CC(C)NCC(O)COC1=CC(CNC(=O)C)=CC=C1,1.711
C(NC(=O)C)C1=CC=CC=C1,2.343
C1CN(CC=C1)NC(=O)C,0.34
C=1C=CC=CC=1CCC=NNC(=O)C,3.143
C=1(O)C=CC=2C=CC=CC=2C=1C=NNC(C)=O,3.746
C1(=CC=CC=C1O)C=NNC(C)=O,2.986
C1=C(Br)C=CC(NC(NNC(=O)C)=O)=C1,2.034
C(#N)C1=CC=C(C=C1)NC(NNC(=O)C)=O,1.624
C1=CC(NC(NNC(=O)C)=O)=CC=C1Cl,1.473
C1=CC(NC(NNC(=O)C)=O)=CC=C1F,1.332
C=1C(=CC=C(C=1)NC(NNC(=O)C)=O)I,3.245
CN(C)C=1C=CC(=CC=1)NC(NNC(=O)C)=O,1.609
C1=CC(NC(NNC(=O)C)=O)=CC=C1O,0.608
C=1C(=CC=C(OC2=CC=CC=C2)C=1)NC(NNC(=O)C)=O,3.358
[N+]([O-])(=O)C1=CC=C(C=C1)NC(NNC(=O)C)=O,2.066
C1=C(C=CC=C1NC(NNC(=O)C)=O)Br,2.773
FC(F)(F)C=1C=CC=C(NC(=O)NNC(=O)C)C=1,3.193
C=1C(NC(NNC(=O)C)=O)=CC=CC=1C,2.569
N(NC(=O)C)C(NC=1C=C(F)C=CC=1)=O,1.61
C=1C(NC(NNC(=O)C)=O)=CC=CC=1I,3.661
C1=C([N+]([O-])=O)C=CC=C1NC(NNC(=O)C)=O,2.033
C=1C=NC(C(=O)NNC(=O)C)=CC=1,1.344
ONC(C)=O,0.504
O=S(=O)(C=1C=CC(N)=CC=1)NC(C)=O,0.889
CC(C)C=1C(NC(C)=O)=C(C=CC=1)C(C)C,3.861
C=1(C(C)=CC(Br)=CC=1C)NC(=O)C,2.432
C=1(C([N+]([O-])=O)=CC(C)=CC=1C)NC(=O)C,2.5
C=1(C(C)=CC(=CC=1C)O)NC(=O)C,1.541
O=[N+](C1=CC=CC(=C1NC(C)=O)C)[O-],1.572
ClC1=C(C(=CC=C1)Cl)NC(=O)C,2.283
C1(=C(NC(=O)C)C(F)=C(F)C(=C1F)F)F,2.871
C(O)C(CO)NC(C1=C(C(C(NC(CO)CO)=O)=C(C(NC(C)=O)=C1I)I)I)=O,0.24566666666666662
FC(F)(F)C1=C(C(=CC(Br)=C1)NC(=O)C)Cl,4.99
CC(C)(C)C1=C(C=C(C)C(=C1)NC(C)=O)O,4.068
FC(F)(F)C=1C=C(C(F)=CC=1Br)NC(=O)C,4.015
FC(F)(F)C1=C(Cl)C=C(Cl)C(NC(C)=O)=C1,4.78
FC(F)(F)C1=C(Cl)C=C(F)C(NC(=O)C)=C1,4.537
FC(F)(F)C=1C=C(NC(=O)C)C(=CC=1F)F,3.089
FC(F)(F)C1=CC(=C(C(NC(=O)C)=C1)Br)C(F)(F)F,5.222
FC(F)(F)C1=CC(Cl)=C(C(NC(=O)C)=C1)Cl,4.319
FC(F)(F)C=1C=C(C(Cl)=CC=1)NC(=O)C,3.925
FC(F)(F)C1=CC=C(C(NC(=O)C)=C1)F,3.3549999999999995
C1(Br)=C(C)C=C(NC(=O)C)C=C1C,5.038
C1(C)=C(C(C)=CC(=C1)NC(=O)C)C,3.877
OC1=C(C)C=C(NC(=O)C)C=C1C,2.05
N(C1=CC(=C(C(C)=C1C)O)C)C(=O)C,2.046
C1(=C(C)C=C(C(C)=C1)NC(=O)C)O,2.025
C1=C(C=C(C=C1C)NC(C)=O)C,3.662
C=1(C(Cl)=C(Cl)C=C(C=1)NC(=O)C)Cl,5.525
ClC=1C=C(NC(=O)C)C(=C(Cl)C=1F)F,4.089
FC(F)(F)C1=C(Br)C(NC(C)=O)=CC(Cl)=C1,4.7
FC(F)(F)C=1C=C(Cl)C=C(C=1F)NC(C)=O,3.985
C=1C(Cl)=CC(=CC=1NC(C)=O)Cl,4.554
C1(=CC(Cl)=CC(Cl)=C1Br)NC(=O)C,4.493
C1=C(C)C(=CC(Cl)=C1)NC(=O)C,3.134
C=1(C(=CC(Cl)=CC=1)NC(=O)C)Cl,3.9
FC(F)(F)S(=O)(=O)NC=1C=C(C(=CC=1C)C)NC(=O)C,3.073
C1(=CC=C(C(=C1)NC(=O)C)Cl)OCC(=O)O,2.48
C=1(C=C(F)C(=CC=1[N+]([O-])=O)NC(=O)C)Br,3.66
O=S1(=O)C2=C(C=C(NC(C)=O)C(Cl)=C2)NC(=N1)C,2.089
C=1C=C(NC(=O)C)C=C(C)C=1Br,4.217
C1=C(Br)C(=C(Cl)C(NC(=O)C)=C1)C,4.297
C1=C(C(=C(C(NC(=O)C)=C1)C)Cl)Br,3.647
C1=C(C(=C(C(NC(=O)C)=C1)F)Cl)Br,4.014
C(=O)(NC=1C=CC(=CC=1)Br)C,3.419
C(#N)C1=CC=C(C=C1)NC(=O)C,3.095
C1CCCCC1(C(NC2=C(C=CC=C2C)C)=O)N(CC=3OC=CC=3)C(=O)C4=CC=C(C=C4)NC(C)=O,6.298
O=C(O)C1=CC=C(C=C1O)NC(=O)C,3.143
